deltaYaw,deltaPitch,accelYaw,accelPitch,jerkYaw,jerkPitch,label
-5.75183,-9.93497,-13.07233,-10.98076,-35.03384,-8.36629,1
22.48441,-40.26278,28.23624,-30.32781,41.30856,-19.34705,1
43.40015,-5.22893,20.91574,35.03385,-7.3205,65.36166,1
30.32782,6.27472,-13.07233,11.50365,-33.98807,-23.5302,1
9.41208,27.71334,-20.91574,21.43863,-7.84341,9.93497,1
0.52289,19.86995,-8.88919,-7.8434,12.02655,-29.28202,1
-12.02655,24.57598,-12.54944,4.70604,-3.66025,12.54944,1
-5.75183,21.96152,6.27472,-2.61447,18.82416,-7.32051,1
-0.52289,1.04579,5.22894,-20.91573,-1.04578,-18.30126,1
-14.64102,-4.18315,-14.11813,-5.22894,-19.34708,15.68679,1
-1.5687,1.56868,13.07233,5.75183,27.19046,10.98076,1
-14.11813,-5.22893,-12.54944,-6.79761,-25.62177,-12.54944,1
-4.70605,-2.09157,9.41208,3.13736,21.96152,9.93497,1
1.04578,-64.83877,5.75183,-62.7472,-3.66025,-65.88455,1
8.3663,-24.57599,7.32053,40.26278,1.5687,103.00998,1
6.79761,6.79761,-1.5687,31.3736,-8.88922,-8.88918,1
19.34705,23.00731,12.54944,16.20969,14.11813,-15.1639,1
0.0,14.11812,-19.34705,-8.88919,-31.89648,-25.09888,1
-2.09158,7.8434,-2.09158,-6.27472,17.25546,2.61447,1
11.50366,5.22893,13.59525,-2.61447,15.68683,3.66025,1
-7.84341,2.09157,-19.34708,-3.13736,-32.94232,-0.52289,1
-0.52289,1.04579,7.32053,-1.04579,26.6676,2.09157,1
1.5687,1.56868,2.09158,0.52289,-5.22894,1.56868,1
0.0,-6.27472,-1.5687,-7.8434,-3.66028,-8.36629,1
-20.91574,-8.88919,-20.91574,-2.61447,-19.34705,5.22893,1
0.0,-9.41208,20.91574,-0.52289,41.83148,2.09158,1
-8.3663,-19.34705,-8.3663,-9.93497,-29.28204,-9.41208,1
-1.04578,36.07964,7.32053,55.42669,15.68683,65.36166,1
3.13736,13.07233,4.18314,-23.00731,-3.13739,-78.434,1
1.04578,25.09888,-2.09158,12.02654,-6.27472,35.03385,1
3.66025,2.09157,2.61447,-23.00731,4.70605,-35.03385,1
13.59521,-12.54944,9.93497,-14.64101,7.3205,8.36629,1
0.0,-14.64101,-13.59521,-2.09157,-23.53018,12.54944,1
13.59521,-8.36629,13.59521,6.27472,27.19043,8.36629,1
3.13736,0.52289,-10.45786,8.88919,-24.05307,2.61447,1
-1.04578,-4.70604,-4.18314,-5.22893,6.27472,-14.11812,1
1.04578,-13.59523,2.09155,-8.88919,6.27469,-3.66025,1
7.84341,-26.14466,6.79764,-12.54944,4.70609,-3.66025,1
-17.77838,-21.43863,-25.6218,4.70604,-32.41943,17.25548,1
-21.43863,-3.66026,-3.66025,17.77837,21.96155,13.07233,1
-44.96881,20.91573,-23.53018,24.57599,-19.86993,6.79762,1
-45.49173,21.43863,-0.52292,0.52289,23.00726,-24.0531,1
27.71335,14.64101,73.20508,-6.79761,73.728,-7.32051,1
-0.52289,39.73989,-28.23624,25.09888,-101.44131,31.89649,1
28.23624,21.43863,28.75912,-18.30127,56.99536,-43.40015,1
16.20969,6.79761,-12.02655,-14.64101,-40.78568,3.66025,1
15.6868,13.59523,-0.52289,6.79762,11.50366,21.43863,1
-19.86993,0.0,-35.55673,-13.59523,-35.03384,-20.39284,1
99.87262,-2.09158,119.74255,-2.09158,155.29929,11.50365,1
77.38821,-56.99537,-22.48441,-54.90379,-142.22696,-52.81222,1
5.22893,-40.78568,-72.15929,16.20969,-49.67488,71.11348,1
6.79761,6.79761,1.56868,47.58329,73.72797,31.3736,1
4.70604,6.27472,-2.09157,-0.52289,-3.66025,-48.10619,1
0.0,6.79761,-4.70604,0.52289,-2.61447,1.04579,1
-2.09157,1.56868,-2.09157,-5.22893,2.61447,-5.75183,1
7.8434,3.66025,9.93497,2.09157,12.02654,7.32051,1
-2.61447,0.52289,-10.45787,-3.13736,-20.39284,-5.22893,1
-1.04579,-2.09157,1.56868,-2.61447,12.02655,0.52289,1
-1.04579,1.56868,0.0,3.66025,-1.56868,6.27472,1
-1.56868,0.52289,-0.52289,-1.04579,-0.52289,-4.70604,1
-1.56868,-1.56868,0.0,-2.09157,0.52289,-1.04579,1
-1.56868,-13.59523,0.0,-12.02655,0.0,-9.93497,1
-4.18315,-0.52289,-2.61447,13.07233,-2.61447,25.09888,1
-2.09157,13.59523,2.09158,14.11812,4.70605,1.04579,1
-6.79761,7.32051,-4.70604,-6.27472,-6.79762,-20.39284,1
0.0,12.54944,6.79761,5.22893,11.50365,11.50365,1
-7.32051,1.56868,-7.32051,-10.98076,-14.11812,-16.20969,1
1.04579,14.11812,8.3663,12.54944,15.68681,23.5302,1
-7.8434,-10.98076,-8.88919,-25.09888,-17.25549,-37.64832,1
16.73259,-10.98076,24.57599,-0.0,33.46518,25.09888,1
0.0,1.04579,-16.73259,12.02655,-41.30858,12.02655,1
15.16391,-13.59523,15.16391,-14.64101,31.8965,-26.66756,1
43.92303,-8.36629,28.75912,5.22893,13.59521,19.86995,1
-10.45787,-36.60253,-54.38091,-28.23624,-83.14003,-33.46517,1
-5.22893,3.66025,5.22894,40.26278,59.60985,68.49902,1
6.79761,2.09157,12.02654,-1.56868,6.79759,-41.83146,1
-28.75912,16.20969,-35.55673,14.11812,-47.58327,15.6868,1
-1.56868,15.16391,27.19044,-1.04579,62.74718,-15.16391,1
-7.32051,5.75183,-5.75183,-9.41208,-32.94228,-8.36629,1
-12.02655,6.79761,-4.70604,1.04579,1.04579,10.45787,1
0.52289,4.70604,12.54944,-2.09157,17.25548,-3.13736,1
5.75183,2.09157,5.22894,-2.61447,-7.3205,-0.52289,1
1.56868,23.5302,-4.18315,21.43863,-9.41209,24.05309,1
2.09157,1.56868,0.52289,-21.96152,4.70604,-43.40014,1
16.73259,-6.79761,14.64102,-8.36629,14.11813,13.59522,1
3.13736,-24.05309,-13.59523,-17.25548,-28.23625,-8.88919,1
10.45787,-18.30127,7.32051,5.75183,20.91574,23.00731,1
6.27472,6.79761,-4.18315,25.09888,-11.50366,19.34705,1
0.52289,6.27472,-5.75183,-0.52289,-1.56868,-25.62177,1
7.8434,-1.56868,7.32051,-7.8434,13.07234,-7.32051,1
-0.52289,-3.13736,-8.36629,-1.56868,-15.6868,6.27472,1
-1.04579,4.70604,-0.5229,7.8434,7.84338,9.41208,1
23.5302,0.52289,24.57599,-4.18315,25.09889,-12.02655,1
-2.61447,4.70604,-26.14467,4.18315,-50.72066,8.36629,1
33.46517,2.09157,36.07964,-2.61447,62.22431,-6.79761,1
9.41208,-2.61447,-24.05309,-4.70604,-60.13274,-2.09157,1
6.27472,-7.32051,-3.13736,-4.70604,20.91573,0.0,1
3.13736,-22.48441,-3.13736,-15.16391,0.0,-10.45787,1
-5.75182,-1.56868,-8.88918,20.91573,-5.75182,36.07964,1
1.04578,6.79761,6.79761,8.36629,15.68679,-12.54944,1
-5.75182,17.25548,-6.79761,10.45787,-13.59521,2.09157,1
-4.18314,13.59523,1.56868,-3.66025,8.36629,-14.11812,1
1.56868,7.32051,5.75182,-6.27472,4.18314,-2.61447,1
0.5229,7.32051,-1.04578,0.0,-6.79761,6.27472,1
7.8434,-3.66025,7.3205,-10.98076,8.36629,-10.98076,1
0.5229,-3.66025,-7.3205,0.0,-14.64101,10.98076,1
10.98076,-4.18315,10.45786,-0.52289,17.77837,-0.52289,1
2.61446,5.75183,-8.36629,9.93497,-18.82416,10.45787,1
7.8434,-17.77837,5.22894,-23.5302,13.59523,-33.46517,1
1.04578,-38.6941,-6.79762,-20.91573,-12.02655,2.61447,1
-9.41208,-19.86995,-10.45786,18.82416,-3.66025,39.73989,1
-16.20969,1.04579,-6.79762,20.91573,3.66025,2.09158,1
-27.71335,26.66756,-11.50365,25.62177,-4.70604,4.70604,1
-4.70604,14.11812,23.00731,-12.54944,34.51096,-38.17121,1
-7.32051,6.27472,-2.61447,-7.8434,-25.62178,4.70604,1
2.61447,8.36629,9.93498,2.09157,12.54945,9.93497,1
4.18315,0.52289,1.56868,-7.8434,-8.3663,-9.93497,1
-1.04579,-3.66025,-5.22894,-4.18315,-6.79762,3.66025,1
4.70604,7.8434,5.75183,11.50365,10.98077,15.6868,1
2.61446,12.54944,-2.09158,4.70604,-7.84341,-6.79761,1
-8.36629,5.22893,-10.98076,-7.32051,-8.88918,-12.02655,1
1.04579,-26.14466,9.41209,-31.3736,20.39285,-24.05309,1
-10.98076,-10.45787,-12.02655,15.6868,-21.43864,47.0604,1
-4.18315,28.23624,6.79761,38.6941,18.82416,23.00731,1
-10.45787,-9.41208,-6.27472,-37.64832,-13.07233,-76.34242,1
4.18315,2.09157,14.64102,11.50365,20.91574,49.15197,1
-3.13736,-2.61447,-7.32051,-4.70604,-21.96153,-16.20969,1
-3.13736,-3.66025,0.0,-1.04579,7.32051,3.66025,1
-5.75183,0.0,-2.61447,3.66025,-2.61447,4.70604,1
12.02655,-5.75183,17.77838,-5.75183,20.39285,-9.41208,1
5.22893,3.66025,-6.79762,9.41208,-24.576,15.16391,1
-6.79761,1.04579,-12.02654,-2.61447,-5.22891,-12.02655,1
27.19045,-10.98076,33.98806,-12.02655,46.0146,-9.41208,1
-39.73989,-49.15197,-66.93034,-38.17121,-100.9184,-26.14466,1
-3.66025,6.27472,36.07964,55.42669,103.00999,93.5979,1
2.61447,7.8434,6.27472,1.56868,-29.80492,-53.85801,1
-15.16391,19.86995,-17.77838,12.02655,-24.0531,10.45787,1
0.52289,9.93497,15.6868,-9.93497,33.46518,-21.96152,1
1.04579,5.75183,0.5229,-4.18315,-15.16389,5.75183,1
-10.98076,19.86995,-12.02655,14.11812,-12.54945,18.30127,1
-0.52289,9.93497,10.45787,-9.93497,22.48442,-24.05309,1
0.0,-6.27472,0.52289,-16.20969,-9.93498,-6.27472,1
-3.13736,2.61447,-3.13736,8.88919,-3.66025,25.09888,1
1.04579,5.75183,4.18315,3.13736,7.32051,-5.75183,1
22.48441,-50.72065,21.43861,-56.47248,17.25546,-59.60984,1
-1.56868,-12.02655,-24.05309,38.6941,-45.4917,95.16658,1
8.36629,1.04579,9.93497,13.07233,33.98805,-25.62177,1
-5.75183,29.80492,-14.11812,28.75913,-24.05309,15.6868,1
-4.18315,32.41939,1.56868,2.61447,15.6868,-26.14466,1
3.13736,21.43863,7.32051,-10.98076,5.75183,-13.59523,1
-10.45787,10.45787,-13.59523,-10.98076,-20.91574,0.0,1
-30.3278,9.41208,-19.86993,-1.04579,-6.2747,9.93497,1
-32.41939,3.66026,-2.09158,-5.75182,17.77835,-4.70604,1
-27.19044,-14.11812,5.22894,-17.77837,7.32053,-12.02655,1
-33.46518,-17.25548,-6.27473,-3.13736,-11.50368,14.64101,1
-5.75183,-13.59523,27.71335,3.66025,33.98808,6.79761,1
-9.93497,-12.02655,-4.18314,1.56868,-31.89648,-2.09157,1
-1.5687,-2.61447,8.36627,9.41208,12.54941,7.8434,1
-6.27472,-7.32051,-4.70602,-4.70604,-13.0723,-14.11812,1
-1.5687,10.45787,4.70602,17.77837,9.41205,22.48441,1
-6.27472,4.70604,-4.70602,-5.75183,-9.41205,-23.5302,1
1.04578,-4.70604,7.3205,-9.41208,12.02652,-3.66025,1
-0.52289,0.0,-1.56866,4.70604,-8.88916,14.11812,1
0.0,-0.52289,0.52289,-0.52289,2.09155,-5.22893,1
0.0,-1.04579,0.0,-0.52289,-0.52289,-0.0,1
1.5687,-10.98076,1.5687,-9.93497,1.5687,-9.41208,1
-2.09158,-0.52289,-3.66028,10.45787,-5.22897,20.39284,1
-0.52289,-3.13736,1.5687,-2.61447,5.22897,-13.07233,1
1.04578,-3.13736,1.56866,0.0,-3e-05,2.61447,1
1.04578,-5.75183,0.0,-2.61447,-1.56866,-2.61447,1
4.18314,1.56868,3.13736,7.32051,3.13736,9.93497,1
2.09158,17.25548,-2.09155,15.6868,-5.22891,8.36629,1
-1.5687,12.54944,-3.66028,-4.70604,-1.56873,-20.39284,1
-0.52289,7.8434,1.04581,-4.70604,4.70609,-0.0,1
2.09158,7.32051,2.61447,-0.52289,1.56866,4.18315,1
0.0,15.16391,-2.09158,7.8434,-4.70605,8.36629,1
7.3205,10.45787,7.3205,-4.70604,9.41208,-12.54944,1
-10.98077,8.36629,-18.30127,-2.09158,-25.62177,2.61446,1
4.70605,-5.22893,15.68683,-13.59522,33.9881,-11.50365,1
4.18314,-6.79761,-0.52292,-1.56868,-16.20975,12.02654,1
-3.66025,-25.62177,-7.84338,-18.82416,-7.32047,-17.25548,1
5.75183,-31.3736,9.41208,-5.75183,17.25546,13.07234,1
7.84341,-6.27472,2.09158,25.09888,-7.3205,30.8507,1
10.98077,1.04579,3.13736,7.32051,1.04578,-17.77837,1
5.22894,1.04579,-5.75183,0.0,-8.88919,-7.32051,1
2.61447,5.22893,-2.61447,4.18315,3.13736,4.18315,1
9.93497,3.13736,7.3205,-2.09157,9.93497,-6.27472,1
2.61447,2.61447,-7.3205,-0.52289,-14.64099,1.56868,1
8.88919,-0.52289,6.27472,-3.13736,13.59521,-2.61447,1
0.52289,-5.22893,-8.3663,-4.70604,-14.64102,-1.56868,1
7.3205,2.09157,6.79761,7.32051,15.16391,12.02655,1
8.88919,0.52289,1.5687,-1.56868,-5.22891,-8.88919,1
-9.41208,-5.22893,-18.30127,-5.75183,-19.86996,-4.18315,1
-1.04578,-30.85071,8.3663,-25.62177,26.66757,-19.86995,1
-15.6868,-3.66025,-14.64102,27.19045,-23.00732,52.81223,1
-14.64102,32.41938,1.04578,36.07964,15.6868,8.88918,1
-5.22894,36.60253,9.41208,4.18315,8.3663,-31.89649,1
2.09158,4.70604,7.32053,-31.89649,-2.09155,-36.07964,1
12.02655,18.82416,9.93497,14.11812,2.61444,46.01461,1
-2.09158,-12.54944,-14.11813,-31.3736,-24.0531,-45.49171,1
6.79761,4.70604,8.88919,17.25548,23.00732,48.62907,1
-7.84341,-21.96152,-14.64102,-26.66756,-23.53021,-43.92303,1
-13.59521,-4.70604,-5.7518,17.25548,8.88922,43.92304,1
-9.93497,-15.16391,3.66025,-10.45787,9.41205,-27.71335,1
-18.30127,-5.75183,-8.3663,9.41208,-12.02655,19.86995,1
-4.70605,-21.43863,13.59521,-15.6868,21.96152,-25.09888,1
-12.54944,-3.66025,-7.84338,17.77837,-21.4386,33.46517,1
-5.22894,5.75183,7.3205,9.41208,15.16388,-8.36629,1
-6.27472,9.41208,-1.04578,3.66025,-8.36627,-5.75183,1
2.09158,5.22893,8.3663,-4.18315,9.41208,-7.8434,1
-6.79761,0.0,-8.88919,-5.22893,-17.25549,-1.04579,1
6.79761,6.79761,13.59521,6.79761,22.48441,12.02655,1
-8.3663,9.41208,-15.16391,2.61447,-28.75912,-4.18315,1
52.81223,49.15197,61.17853,39.73989,76.34244,37.12542,1
46.01462,21.43863,-6.79761,-27.71334,-67.97614,-67.45323,1
66.40746,-1.56868,20.39284,-23.00731,27.19044,4.70603,1
-61.7014,-6.27472,-128.10886,-4.70604,-148.50169,18.30127,1
19.34705,-99.87262,81.04845,-93.5979,209.1573,-88.89186,1
-98.82684,-26.14467,-118.17389,73.72795,-199.22234,167.32585,1
-64.83878,68.49902,33.98807,94.64369,152.16196,20.91574,1
-3.66025,-31.3736,61.17853,-99.87262,27.19046,-194.51631,1
17.25549,14.64101,20.91574,46.01461,-40.26279,145.88724,1
-16.20969,-2.61447,-33.46518,-17.25548,-54.38092,-63.27009,1
-15.16391,16.20969,1.04578,18.82416,34.51096,36.07964,1
-39.7399,4.70604,-24.57599,-11.50365,-25.62177,-30.32782,1
-21.43863,21.43863,18.30127,16.73259,42.87726,28.23624,1
-25.09888,-8.36629,-3.66025,-29.80492,-21.96152,-46.53751,1
1.5687,-13.07233,26.66757,-4.70604,30.32782,25.09888,1
-90.46054,-24.57598,-92.02924,-11.50365,-118.69681,-6.79761,1
6.79761,-62.2243,97.25815,-37.64832,189.28738,-26.14466,1
-91.50635,-6.79762,-98.30396,55.42669,-195.5621,93.075,1
-99.87262,26.66756,-8.36627,33.46518,89.93768,-21.96151,1
-23.00732,58.04116,76.8653,31.3736,85.23157,-2.09158,1
-5.75183,0.52289,17.25549,-57.51826,-59.6098,-88.89186,1
-1.04578,16.73259,4.70605,16.20969,-12.54944,73.72796,1
0.0,-0.52289,1.04578,-17.25548,-3.66028,-33.46517,1
-5.75183,-6.27472,-5.75183,-5.75183,-6.79761,11.50365,1
0.0,-8.36629,5.75183,-2.09157,11.50366,3.66025,1
-3.66028,0.0,-3.66028,8.36629,-9.41211,10.45787,1
0.0,-3.66025,3.66028,-3.66025,7.32056,-12.02655,1
-2.09155,-3.66025,-2.09155,0.0,-5.75183,3.66025,1
2.09155,-11.50365,4.18311,-7.8434,6.27466,-7.8434,1
3.13739,-5.22893,1.04584,6.27472,-3.13727,14.11812,1
0.0,4.70604,-3.13739,9.93497,-4.18323,3.66025,1
4.18317,4.70604,4.18317,0.0,7.32056,-9.93497,1
0.52289,3.13736,-3.66028,-1.56868,-7.84344,-1.56868,1
2.09155,0.52289,1.56866,-2.61447,5.22894,-1.04579,1
0.52289,2.61447,-1.56866,2.09157,-3.13733,4.70604,1
-3.13739,0.0,-3.66028,-2.61447,-2.09161,-4.70604,1
0.52289,-1.04579,3.66028,-1.04579,7.32056,1.56868,1
-5.75183,2.61447,-6.27472,3.66025,-9.935,4.70604,1
-0.52289,5.22893,5.22894,2.61447,11.50366,-1.04579,1
0.0,-1.56868,0.52289,-6.79761,-4.70605,-9.41208,1
-2.09155,-3.13736,-2.09155,-1.56868,-2.61444,5.22893,1
1.56866,-6.79761,3.66022,-3.66025,5.75177,-2.09157,1
-5.22894,0.0,-6.79761,6.79761,-10.45782,10.45787,1
-1.04578,24.57598,4.18317,24.57598,10.98077,17.77837,1
-8.36627,2.09157,-7.3205,-22.48441,-11.50366,-47.06039,1
-2.09155,-7.8434,6.27472,-9.93497,13.59521,12.54944,1
-51.76642,-14.64101,-49.67487,-6.79761,-55.94958,3.13736,1
-21.96155,4.18315,29.80487,18.82416,79.47974,25.62177,1
-7.84338,-1.56868,14.11816,-5.75183,-15.68671,-24.57598,1
11.50366,0.52289,19.34705,2.09157,5.22888,7.8434,1
-5.22894,0.0,-16.7326,-0.52289,-36.07965,-2.61447,1
10.98077,-5.75183,16.20972,-5.75183,32.94232,-5.22893,1
-2.09155,-27.19045,-13.07233,-21.43863,-29.28204,-15.6868,1
14.64099,-16.73259,16.73254,10.45787,29.80487,31.89649,1
-2.61444,-1.04579,-17.25543,15.6868,-33.98798,5.22893,1
99.87262,-28.23624,102.48706,-27.19045,119.74249,-42.87725,1
99.87262,66.40745,0.0,94.64368,-102.48706,121.83414,1
13.59521,57.51826,-86.2774,-8.88918,-86.2774,-103.53287,1
48.62909,11.50365,35.03387,-46.01461,121.31128,-37.12543,1
16.20972,-7.32051,-32.41937,-18.82416,-67.45325,27.19045,1
5.22894,-17.25548,-10.98077,-9.93497,21.4386,8.88919,1
14.64099,-3.66025,9.41205,13.59522,20.39282,23.5302,1
3.13739,-16.20969,-11.5036,-12.54944,-20.91565,-26.14466,1
6.27472,-13.59523,3.13733,2.61447,14.64093,15.16391,1
1.56866,-9.93497,-4.70605,3.66025,-7.84338,1.04579,1
6.27472,-12.02655,4.70605,-2.09157,9.41211,-5.75183,1
5.22894,6.79761,-1.04578,18.82416,-5.75183,20.91573,1
4.70605,5.22893,-0.52289,-1.56868,0.52289,-20.39284,1
3.66028,4.70604,-1.04578,-0.52289,-0.52289,1.04579,1
1.04578,1.04579,-2.6145,-3.66025,-1.56873,-3.13736,1
10.45789,3.13736,9.41211,2.09157,12.02661,5.75183,1
5.75183,0.0,-4.70605,-3.13736,-14.11816,-5.22893,1
2.61444,-2.09157,-3.13739,-2.09157,1.56866,1.04579,1
3.66028,1.56868,1.04584,3.66025,4.18323,5.75183,1
8.36627,0.52289,4.70599,-1.04579,3.66016,-4.70604,1
-2.09155,0.52289,-10.45782,0.0,-15.16382,1.04579,1
5.22894,-4.70604,7.3205,-5.22893,17.77832,-5.22893,1
3.66028,-4.18315,-1.56866,0.52289,-8.88916,5.75183,1
7.3205,13.59523,3.66022,17.77837,5.22888,17.25548,1
6.79761,-2.61447,-0.52289,-16.20969,-4.18311,-33.98807,1
5.22894,12.54944,-1.56866,15.16391,-1.04578,31.3736,1
9.41208,-2.09157,4.18314,-14.64101,5.7518,-29.80492,1
10.98077,-2.61447,1.5687,-0.52289,-2.61444,14.11812,1
6.79761,-7.32051,-4.18317,-4.70604,-5.75186,-4.18315,1
8.3663,-4.70604,1.5687,2.61447,5.75186,7.32051,1
3.66025,1.04579,-4.70605,5.75183,-6.27475,3.13736,1
5.75183,0.52289,2.09158,-0.52289,6.79764,-6.27472,1
0.52289,-1.56868,-5.22894,-2.09157,-7.32053,-1.56868,1
3.66025,-9.93497,3.13736,-8.36629,8.3663,-6.27472,1
4.70605,-5.75183,1.04581,4.18315,-2.09155,12.54944,1
6.79761,5.75183,2.09155,11.50365,1.04575,7.32051,1
6.27472,4.70604,-0.52289,-1.04579,-2.61444,-12.54944,1
3.66025,3.13736,-2.61447,-1.56868,-2.09158,-0.52289,1
7.3205,1.04579,3.66025,-2.09157,6.27472,-0.52289,1
5.22894,6.79761,-2.09155,5.75183,-5.7518,7.8434,1
6.27472,0.0,1.04578,-6.79761,3.13733,-12.54944,1
2.61447,7.32051,-3.66025,7.32051,-4.70602,14.11812,1
2.09158,1.56868,-0.52289,-5.75183,3.13736,-13.07233,1
5.75183,-1.56868,3.66025,-3.13736,4.18314,2.61447,1
-2.61447,-1.56868,-8.3663,0.0,-12.02655,3.13736,1
4.70605,-11.50365,7.32053,-9.93497,15.68683,-9.93497,1
2.09158,-6.79761,-2.61447,4.70604,-9.935,14.64101,1
6.27472,2.09157,4.18314,8.88919,6.79761,4.18315,1
6.27472,0.52289,0.0,-1.56868,-4.18314,-10.45787,1
3.13736,2.61447,-3.13736,2.09157,-3.13736,3.66025,1
4.70605,1.04579,1.5687,-1.56868,4.70605,-3.66025,1
8.88919,2.09157,4.18314,1.04579,2.61444,2.61447,1
4.70605,0.0,-4.18314,-2.09157,-8.36627,-3.13736,1
3.66025,-0.52289,-1.04581,-0.52289,3.13733,1.56868,1
5.22894,0.52289,1.5687,1.04579,2.6145,1.56868,1
1.5687,0.0,-3.66025,-0.52289,-5.22894,-1.56868,1
1.5687,-1.04579,0.0,-1.04579,3.66025,-0.52289,1
3.66025,-7.8434,2.09155,-6.79761,2.09155,-5.75183,1
0.52289,-3.66025,-3.13736,4.18315,-5.22891,10.98076,1
3.13736,7.8434,2.61447,11.50365,5.75183,7.32051,1
0.0,6.27472,-3.13736,-1.56868,-5.75183,-13.07233,1
0.0,4.70604,0.0,-1.56868,3.13736,0.0,1
1.04578,-1.04579,1.04578,-5.75183,1.04578,-4.18315,1
2.09158,1.56868,1.04581,2.61447,3e-05,8.36629,1
0.52289,5.22893,-1.5687,3.66025,-2.6145,1.04579,1
4.18314,-5.75183,3.66025,-10.98076,5.22894,-14.64101,1
2.09158,-4.18315,-2.09155,1.56868,-5.7518,12.54944,1
2.09158,-1.56868,0.0,2.61447,2.09155,1.04579,1
7.84341,-2.61447,5.75183,-1.04579,5.75183,-3.66025,1
5.75183,-15.6868,-2.09158,-13.07233,-7.84341,-12.02655,1
9.93497,-17.25548,4.18314,-1.56868,6.27472,11.50366,1
-1.04578,-1.04579,-10.98074,16.20969,-15.16388,17.77837,1
-18.30127,-11.50365,-17.25549,-10.45787,-6.27475,-26.66756,1
-69.02191,4.70604,-50.72064,16.20969,-33.46515,26.66756,1
-36.07965,35.03385,32.94226,30.32781,83.6629,14.11812,1
-12.02655,12.02655,24.0531,-23.00731,-8.88916,-53.33512,1
15.16391,2.61447,27.19046,-9.41208,3.13736,13.59523,1
-2.09158,10.98076,-17.25549,8.36629,-44.44595,17.77837,1
2.09158,4.70604,4.18317,-6.27472,21.43866,-14.64101,1
2.09158,-4.18315,0.0,-8.88918,-4.18317,-2.61447,1
-7.3205,5.75183,-9.41208,9.93497,-9.41208,18.82416,1
0.0,-13.59523,7.3205,-19.34705,16.73257,-29.28203,1
-11.50366,-19.86995,-11.50366,-6.27472,-18.82416,13.07233,1
-5.22894,12.54944,6.27472,32.41938,17.77838,38.6941,1
-7.3205,-1.56868,-2.09155,-14.11812,-8.36627,-46.5375,1
-2.09158,-2.09157,5.22891,-0.52289,7.32047,13.59523,1
0.0,-1.56868,2.09158,0.52289,-3.13733,1.04579,1
0.0,2.09157,0.0,3.66025,-2.09158,3.13736,1
4.70605,0.0,4.70605,-2.09157,4.70605,-5.75183,1
0.0,-1.04579,-4.70605,-1.04579,-9.41211,1.04579,1
2.61447,0.52289,2.61447,1.56868,7.32053,2.61447,1
-2.61447,0.52289,-5.22894,0.0,-7.84341,-1.56868,1
0.0,-1.04579,2.61447,-1.56868,7.84341,-1.56868,1
-2.09158,-10.45787,-2.09158,-9.41208,-4.70605,-7.8434,1
-5.75183,-6.27472,-3.66025,4.18315,-1.56866,13.59523,1
0.52289,7.8434,6.27472,14.11812,9.93497,9.93497,1
-4.70605,7.32051,-5.22894,-0.52289,-11.50366,-14.64101,1
-1.5687,7.8434,3.13736,0.52289,8.3663,1.04579,1
2.61447,5.22893,4.18317,-2.61447,1.04581,-3.13736,1
1.5687,2.61447,-1.04578,-2.61447,-5.22894,0.0,1
6.27472,1.04579,4.70602,-1.56868,5.7518,1.04579,1
2.09158,0.52289,-4.18314,-0.52289,-8.88916,1.04579,1
7.84341,-8.36629,5.75183,-8.88919,9.93497,-8.36629,1
1.04578,-2.61447,-6.79764,5.75183,-12.54947,14.64101,1
1.04578,-7.32051,0.0,-4.70604,6.79764,-10.45787,1
-0.52289,-13.07233,-1.56866,-5.75183,-1.56866,-1.04579,1
-6.79761,-6.79761,-6.27472,6.27472,-4.70605,12.02655,1
-6.79761,4.18315,0.0,10.98076,6.27472,4.70604,1
-18.82416,5.75183,-12.02655,1.56868,-12.02655,-9.41208,1
-12.54944,5.22893,6.27472,-0.52289,18.30127,-2.09157,1
-13.59525,2.09157,-1.04581,-3.13736,-7.32053,-2.61447,1
-29.80493,5.75183,-16.20969,3.66025,-15.16388,6.79761,1
-5.22894,0.52289,24.57599,-5.22893,40.78568,-8.88919,1
-7.3205,-4.70604,-2.09155,-5.22893,-26.66754,-0.0,1
-12.02655,12.54944,-4.70605,17.25548,-2.6145,22.48441,1
-11.50366,26.14466,0.52289,13.59523,5.22894,-3.66025,1
6.79761,17.25548,18.30127,-8.88919,17.77838,-22.48441,1
8.88916,-42.35436,2.09155,-59.60984,-16.20972,-50.72065,1
18.30127,-16.20969,9.41211,26.14467,7.32056,85.7545,1
-4.18317,30.85071,-22.48444,47.0604,-31.89655,20.91573,1
9.41211,-17.77837,13.59528,-48.62908,36.07971,-95.68948,1
-4.70605,2.09157,-14.11816,19.86995,-27.71344,68.49903,1
-9.41211,-3.13736,-4.70605,-5.22893,9.41211,-25.09888,1
-4.18317,-4.70604,5.22894,-1.56868,9.935,3.66025,1
-5.75183,0.0,-1.56866,4.70604,-6.79761,6.27472,1
-26.66754,-4.70604,-20.91571,-4.70604,-19.34705,-9.41208,1
-15.16388,3.66025,11.50366,8.36629,32.41937,13.07233,1
-0.52289,0.52289,14.64099,-3.13736,3.13733,-11.50365,1
-5.22894,-3.13736,-4.70605,-3.66025,-19.34705,-0.52289,1
1.04578,-21.43863,6.27472,-18.30127,10.98077,-14.64101,1
6.27472,-7.32051,5.22894,14.11812,-1.04578,32.41938,1
7.84338,6.79761,1.56866,14.11812,-3.66028,0.0,1
20.91571,9.93497,13.07233,3.13736,11.50366,-10.98076,1
